Date,Open,High,Low,Close,Volume,Currency
10/29/2010,1344.5,1359.8,1335.2,1357.6,167815,USD
11/1/2010,1359.7,1366.4,1349.1,1350.6,126687,USD
11/2/2010,1351.6,1359.9,1350.2,1356.9,116112,USD
11/3/2010,1357.3,1364.8,1325.5,1337.6,258025,USD
11/4/2010,1349,1393.4,1346.7,1383.1,241404,USD
11/5/2010,1392.5,1398.7,1371.9,1397.7,241404,USD
11/8/2010,1397,1410.4,1386.6,1403.2,176895,USD
11/9/2010,1410,1424.3,1382.2,1410.1,310218,USD
11/10/2010,1392.9,1410,1383.4,1399.3,281249,USD
11/11/2010,1403,1417.6,1396.5,1403.3,178467,USD
11/12/2010,1408.3,1410,1359.3,1365.5,301687,USD
11/15/2010,1371,1376.6,1354.8,1368.5,199636,USD
11/16/2010,1359.8,1364.3,1329,1338.4,296974,USD
11/17/2010,1341,1344.6,1330.1,1336.9,174178,USD
11/18/2010,1336,1359,1334,1353,197603,USD
11/19/2010,1353.8,1362.9,1341,1352.3,166005,USD
11/22/2010,1357,1367.4,1347.9,1357.8,182134,USD
11/23/2010,1365.8,1382.9,1355.6,1377.6,249519,USD
11/24/2010,1377.1,1381,1368.7,1373,189894,USD
11/25/2010,1374,1376.8,1352,1364.3,107801,USD
11/29/2010,1365,1370.7,1354.5,1367.5,184840,USD
11/30/2010,1368.5,1391.1,1364,1386.1,169676,USD
12/1/2010,1387.7,1398.3,1383,1388.3,163758,USD
12/2/2010,1387.6,1399.7,1383.8,1389.3,134387,USD
12/3/2010,1387.1,1417,1385.3,1406.2,159635,USD
12/6/2010,1415.1,1429.4,1409.8,1416.1,144121,USD
12/7/2010,1426,1432.5,1396.7,1409,206639,USD
12/8/2010,1401.3,1405.4,1372.1,1383.2,218896,USD
12/9/2010,1383,1395.6,1381.1,1392.8,125993,USD
12/10/2010,1388.3,1393,1372.7,1384.9,133225,USD
12/13/2010,1385,1400.2,1380.8,1398,112376,USD
12/14/2010,1395.2,1408.9,1392.4,1404.3,134945,USD
12/15/2010,1396.7,1398,1378.2,1386.2,151373,USD
12/16/2010,1378.9,1387.3,1361.6,1371,179528,USD
12/17/2010,1370.4,1379.8,1365.4,1379.2,104813,USD
12/20/2010,1378.9,1388.9,1376.6,1386.1,96158,USD
12/21/2010,1386.1,1393,1381.4,1388.8,83427,USD
12/22/2010,1386.3,1391.7,1383.5,1387.4,61945,USD
12/23/2010,1386.1,1389,1372.6,1380.5,81033,USD
12/27/2010,1378.9,1387,1372.7,1382.9,44354,USD
12/28/2010,1384.2,1407.5,1383.1,1405.6,105803,USD
12/29/2010,1406.9,1414.9,1401.5,1413.5,75104,USD
12/30/2010,1412.2,1415.4,1403.5,1405.9,64915,USD
12/31/2010,1405,1422,1404.6,1421.4,44808,USD
1/3/2011,1420.4,1424.4,1413.1,1422.9,77199,USD
1/4/2011,1414.8,1417.8,1375,1378.8,211907,USD
1/5/2011,1380.7,1385.2,1364,1373.7,202336,USD
1/6/2011,1376.4,1380,1364.3,1371.7,173240,USD
1/7/2011,1371.7,1379,1352.7,1368.9,223830,USD
1/10/2011,1369.8,1376.4,1365,1374.1,118859,USD
1/11/2011,1375.7,1386.8,1372.4,1384.3,152145,USD
1/12/2011,1381.1,1389,1376.3,1385.8,147502,USD
1/13/2011,1387.1,1392.9,1369.1,1387,201998,USD
1/14/2011,1373.6,1377.8,1354.6,1360.5,200388,USD
1/17/2011,1361.2,1376,1356.8,1368.2,165113,USD
1/19/2011,1367.8,1378.9,1365.5,1370.2,137094,USD
1/20/2011,1369.9,1370.9,1342.4,1346.5,242891,USD
1/21/2011,1345.5,1349.7,1337,1341,161567,USD
1/24/2011,1343,1352.4,1331.8,1344.5,182108,USD
1/25/2011,1333.8,1338,1321.9,1332.3,227628,USD
1/26/2011,1331.5,1346.4,1324.3,1333,207998,USD
1/27/2011,1345.9,1347.5,1309.7,1318.4,210699,USD
1/28/2011,1314.9,1348,1309.1,1341.7,251014,USD
1/31/2011,1338.8,1347.2,1323.6,1334.5,156126,USD
2/1/2011,1334,1344.1,1326,1340.3,146591,USD
2/2/2011,1343.5,1345.6,1327.3,1332.1,109740,USD
2/3/2011,1336,1356.6,1325.4,1353,189233,USD
2/4/2011,1356.4,1361,1345.5,1349,141182,USD
2/7/2011,1348.1,1354.5,1344.1,1348.2,79087,USD
2/8/2011,1352.9,1368.7,1348.9,1364.1,135349,USD
2/9/2011,1363.8,1367.7,1358.3,1365.5,109183,USD
2/10/2011,1364.2,1366.8,1351.4,1362.5,120574,USD
2/11/2011,1364,1369.7,1354.3,1360.4,128133,USD
2/14/2011,1358.2,1367.5,1354.4,1365.1,102414,USD
2/15/2011,1362.1,1377.5,1361.3,1374.1,111107,USD
2/16/2011,1374.3,1382.7,1368.3,1375.1,133587,USD
2/17/2011,1376.5,1385.8,1374.6,1385.1,97397,USD
2/18/2011,1385.4,1392.6,1382,1388.6,113558,USD
2/21/2011,1390.1,1411.5,1390.1,1401.1,222807,USD
2/23/2011,1399.4,1417.3,1396,1414,153788,USD
2/24/2011,1412.1,1418.8,1392.2,1415.8,187391,USD
2/25/2011,1401.9,1412.4,1400.1,1409.3,120513,USD
2/28/2011,1411.2,1417,1405.2,1409.9,115324,USD
3/1/2011,1411.6,1435.6,1409.8,1431.2,169542,USD
3/2/2011,1434.9,1441,1428.2,1437.7,160582,USD
3/3/2011,1436.5,1436.9,1410.6,1416.4,202801,USD
3/4/2011,1415.7,1434,1413.8,1428.6,141350,USD
3/7/2011,1435,1445.7,1428.3,1434.5,170662,USD
3/8/2011,1432.3,1437.2,1423.6,1427.2,129914,USD
3/9/2011,1429.7,1436.8,1423.2,1429.6,126006,USD
3/10/2011,1431.1,1431.8,1403,1412.5,204144,USD
3/11/2011,1411.8,1424.6,1404.8,1421.8,171575,USD
3/14/2011,1421.9,1433.5,1418.2,1424.9,107163,USD
3/15/2011,1428.9,1429,1380.7,1392.8,248089,USD
3/16/2011,1394.8,1406.6,1392.3,1396.1,151887,USD
3/17/2011,1400,1405.4,1386.8,1404.2,109183,USD
3/18/2011,1404.9,1424.1,1402.2,1416.1,135868,USD
3/21/2011,1424.2,1435.1,1423.5,1426.4,129779,USD
3/22/2011,1427.3,1432.3,1419.5,1427.6,124759,USD
3/23/2011,1428.9,1441.2,1425.8,1438,138329,USD
3/24/2011,1438,1448.6,1423.7,1434.9,187085,USD
3/25/2011,1433.5,1438.1,1422,1426.2,182739,USD
3/28/2011,1428.5,1430,1410.1,1419.9,178881,USD
3/29/2011,1421,1423.5,1411,1416.2,135792,USD
3/30/2011,1420.2,1431.7,1413.1,1424.9,160217,USD
3/31/2011,1424.4,1441,1421.7,1439.9,129306,USD
4/1/2011,1433.8,1437.8,1413.5,1428.9,165275,USD
4/4/2011,1430,1440.3,1429.1,1433,83872,USD
4/5/2011,1435.6,1458.6,1431,1452.5,166355,USD
4/6/2011,1458.2,1463.7,1452.5,1458.5,131975,USD
4/7/2011,1460.1,1466.5,1453.7,1459.3,109290,USD
4/8/2011,1459.8,1476.4,1457.7,1474.1,123693,USD
4/11/2011,1476.3,1478,1460.2,1468.1,110657,USD
4/12/2011,1465.2,1468.5,1445,1453.6,186445,USD
4/13/2011,1454,1463.7,1452,1455.6,121237,USD
4/14/2011,1458.1,1476.7,1453.2,1472.4,166787,USD
4/15/2011,1476.6,1489.1,1472.2,1486,160619,USD
4/18/2011,1488,1498.6,1477.8,1492.9,199123,USD
4/19/2011,1496.6,1500.5,1488.2,1495.1,131690,USD
4/20/2011,1496.1,1506.5,1493.8,1498.9,147867,USD
4/21/2011,1502,1509.6,1500.4,1503.8,127269,USD
4/25/2011,1510.7,1519.2,1502.2,1509.1,123686,USD
4/26/2011,1507.2,1508.5,1492,1503.5,145615,USD
4/27/2011,1506.9,1530.7,1503.3,1517.1,170035,USD
4/28/2011,1527.8,1538.8,1523.9,1531.2,183542,USD
4/29/2011,1535.3,1569.8,1532.1,1556.4,157177,USD
5/2/2011,1566.8,1577.4,1540.3,1557.1,211656,USD
5/3/2011,1545.2,1551.4,1516.2,1540.4,206734,USD
5/4/2011,1537.7,1543.5,1505.5,1515.3,242222,USD
5/5/2011,1517,1522.1,1462.5,1481.4,334047,USD
5/6/2011,1475.9,1498.5,1471.1,1491.6,264796,USD
5/9/2011,1496.6,1513.9,1489,1503.2,153908,USD
5/10/2011,1512.5,1520,1505.2,1516.9,149351,USD
5/11/2011,1515.9,1526.8,1495.4,1501.4,198028,USD
5/12/2011,1499.2,1509.7,1477.6,1506.8,207428,USD
5/13/2011,1506.5,1516.4,1482,1493.6,184884,USD
5/16/2011,1494.6,1504.3,1486,1490.6,127098,USD
5/17/2011,1490,1497.5,1471.1,1480,190079,USD
5/18/2011,1486.5,1499.7,1484.6,1495.8,145016,USD
5/19/2011,1495.5,1499.6,1485.8,1492.4,162309,USD
5/20/2011,1493.5,1515.8,1486.4,1508.9,194402,USD
5/23/2011,1512.8,1519,1503.7,1515.4,191248,USD
5/24/2011,1517.2,1529,1513.2,1523.3,234391,USD
5/25/2011,1526.2,1532.5,1521.3,1526.7,194947,USD
5/26/2011,1526,1531.1,1514.6,1522.8,186986,USD
5/27/2011,1520.2,1539.5,1520,1537.3,138115,USD
5/30/2011,1538.1,1541.9,1533.1,1536.8,114703,USD
6/1/2011,1536.6,1551.6,1530.4,1543.2,153611,USD
6/2/2011,1542.2,1545.5,1520.4,1532.7,151694,USD
6/3/2011,1535,1548.4,1524.9,1542.4,153260,USD
6/6/2011,1544.5,1555,1541.6,1547.2,100185,USD
6/7/2011,1545,1551.4,1537,1544,113974,USD
6/8/2011,1545,1547.4,1531.8,1538.7,111685,USD
6/9/2011,1538.3,1550.8,1534,1542.7,108430,USD
6/10/2011,1545.1,1546.5,1526.7,1529.2,129478,USD
6/13/2011,1530.7,1533.9,1511.4,1515.6,117009,USD
6/14/2011,1516.5,1527.6,1512.8,1524.4,115384,USD
6/15/2011,1525.1,1535.7,1514.5,1526.2,152879,USD
6/16/2011,1531,1534,1522,1529.9,113355,USD
6/17/2011,1529.1,1543,1523.2,1539.1,119736,USD
6/20/2011,1541.3,1548.2,1533.6,1542,95171,USD
6/21/2011,1541.1,1549,1539.3,1546.4,95541,USD
6/22/2011,1547.9,1559.3,1542,1553.4,140559,USD
6/23/2011,1548.5,1549.6,1511.5,1520.5,238418,USD
6/24/2011,1522.7,1526.5,1498.5,1500.9,182170,USD
6/27/2011,1500.9,1506.1,1490.8,1496.4,128943,USD
6/28/2011,1496.8,1507,1495.5,1500.2,101389,USD
6/29/2011,1502.5,1513.8,1500.8,1510.4,101480,USD
6/30/2011,1512.3,1514.8,1499.1,1502.8,134201,USD
7/1/2011,1501.5,1503,1478.3,1482.6,145346,USD
7/4/2011,1486.8,1518,1486.2,1512.7,137184,USD
7/6/2011,1516.2,1534.5,1510.3,1529.2,142652,USD
7/7/2011,1529.7,1534.9,1522.2,1530.6,117622,USD
7/8/2011,1532.5,1546,1525,1541.6,159728,USD
7/11/2011,1545,1557.6,1542.1,1549.2,147083,USD
7/12/2011,1554.8,1574.3,1541.1,1562.3,176605,USD
7/13/2011,1568,1588.9,1564.6,1585.5,210275,USD
7/14/2011,1584.2,1594.9,1579.4,1589.3,189976,USD
7/15/2011,1587.6,1594.5,1576,1590.1,123384,USD
7/18/2011,1594.3,1607.9,1591.4,1602.4,139693,USD
7/19/2011,1606.1,1610.7,1582.7,1601.1,194070,USD
7/20/2011,1587.7,1602.6,1581.1,1596.9,153916,USD
7/21/2011,1601.9,1605,1584.9,1587,189183,USD
7/22/2011,1589.7,1607.7,1583.2,1601.5,158421,USD
7/25/2011,1607.9,1624.3,1603.8,1612.2,209057,USD
7/26/2011,1614.8,1620.8,1607.8,1616.8,211465,USD
7/27/2011,1619.8,1628.8,1608.9,1615.1,232220,USD
7/28/2011,1616.2,1622.8,1605,1616.2,163995,USD
7/29/2011,1619.5,1637.5,1613,1631.2,153054,USD
8/1/2011,1622.2,1634.5,1608.2,1621.7,156244,USD
8/2/2011,1622.6,1664.5,1618.8,1644.5,173572,USD
8/3/2011,1662.5,1675.9,1654.4,1666.3,204437,USD
8/4/2011,1662.9,1684.9,1642.2,1659,310247,USD
8/5/2011,1649.7,1673,1644.2,1651.8,218360,USD
8/8/2011,1681.7,1723.4,1681.7,1713.2,278274,USD
8/9/2011,1719.9,1782.5,1717.7,1743,398589,USD
8/10/2011,1747.4,1801,1740.2,1784.3,296968,USD
8/11/2011,1798,1817.6,1734.5,1751.5,347101,USD
8/12/2011,1767.5,1770.9,1725.8,1742.6,210578,USD
8/15/2011,1747.1,1769.3,1730.8,1758,127711,USD
8/16/2011,1768.5,1790,1763.6,1785,168060,USD
8/17/2011,1788.5,1797.6,1781.6,1793.8,137235,USD
8/18/2011,1792.2,1832,1786.8,1822,223989,USD
8/19/2011,1827.1,1881.4,1824.5,1852.2,281310,USD
8/22/2011,1862.9,1904,1858,1891.9,253907,USD
8/23/2011,1900.2,1917.9,1826,1861.3,366699,USD
8/24/2011,1831.5,1856.8,1751.6,1757.3,440826,USD
8/25/2011,1753,1777.5,1705.4,1763.2,384694,USD
8/26/2011,1776.4,1832.5,1759.5,1797.3,265243,USD
8/29/2011,1840,1841.5,1778.1,1791.6,186016,USD
8/30/2011,1791.3,1845.1,1786.2,1829.8,184591,USD
8/31/2011,1837.6,1842.7,1813.6,1831.7,165623,USD
9/1/2011,1826.2,1833.6,1815.5,1829.1,138082,USD
9/2/2011,1827.9,1887.4,1826.9,1876.9,180277,USD
9/5/2011,1879.9,1923.7,1861.8,1873.3,414591,USD
9/7/2011,1876,1883.2,1793.8,1817.6,316257,USD
9/8/2011,1819.5,1873.3,1816.2,1857.5,218499,USD
9/9/2011,1871.9,1889.1,1825.5,1859.5,273998,USD
9/12/2011,1862.2,1865.2,1804,1813.3,226772,USD
9/13/2011,1816.8,1847.5,1794.8,1830.1,186087,USD
9/14/2011,1837.3,1848.2,1811.5,1826.5,172648,USD
9/15/2011,1824,1829.7,1775,1781.4,237735,USD
9/16/2011,1790.5,1825,1765.4,1814.7,190164,USD
9/19/2011,1820,1832.9,1771,1778.9,189056,USD
9/20/2011,1780.9,1814.3,1772,1809.1,174850,USD
9/21/2011,1806,1819.4,1781,1808.1,190869,USD
9/22/2011,1782.3,1789,1723.2,1741.7,278040,USD
9/23/2011,1739,1757.9,1631.7,1639.8,359497,USD
9/26/2011,1660,1666.3,1535,1594.8,373462,USD
9/27/2011,1629.2,1679.2,1616.8,1652.5,228887,USD
9/28/2011,1653.1,1672,1600.5,1618.1,218351,USD
9/29/2011,1609.3,1637.9,1585,1617.3,193524,USD
9/30/2011,1618.3,1642.5,1607.8,1622.3,152884,USD
10/3/2011,1625.1,1667,1620,1657.7,141395,USD
10/4/2011,1662.5,1681.5,1597.6,1616,200942,USD
10/5/2011,1626.8,1648.9,1596.6,1641.6,154703,USD
10/6/2011,1643.5,1657,1633.2,1653.2,124276,USD
10/7/2011,1653.4,1668,1627.6,1635.8,129495,USD
10/10/2011,1640.5,1679.7,1639.9,1670.8,92090,USD
10/11/2011,1678.3,1686.7,1655.4,1661,110057,USD
10/12/2011,1664.7,1693.9,1662,1682.6,112765,USD
10/13/2011,1677.3,1686.1,1654.3,1668.5,115586,USD
10/14/2011,1669,1685.5,1662.5,1683,95596,USD
10/17/2011,1683.8,1696.8,1665.4,1676.6,114497,USD
10/18/2011,1672.5,1678.2,1628.2,1652.8,195659,USD
10/19/2011,1656.4,1666.9,1641.1,1647,118146,USD
10/20/2011,1645.3,1646.5,1604.7,1612.9,188355,USD
10/21/2011,1620.9,1649.8,1612.8,1636.1,127052,USD
10/24/2011,1643,1663.3,1636.6,1652.3,110137,USD
10/25/2011,1654.1,1710.7,1644.6,1700.4,195637,USD
10/26/2011,1707.1,1728,1696.5,1723.5,151505,USD
10/27/2011,1726.9,1751.3,1707.2,1747.7,156347,USD
10/28/2011,1746.2,1754,1733,1747.2,107441,USD
10/31/2011,1743.1,1746.5,1705.5,1725.2,122243,USD
11/1/2011,1715.7,1725.6,1681.2,1711.8,174289,USD
11/2/2011,1721.5,1745.6,1715.5,1729.6,148068,USD
11/3/2011,1738.9,1769.5,1724,1765.1,162545,USD
11/4/2011,1766.5,1766.5,1749.8,1756.1,88468,USD
11/7/2011,1756.1,1799.9,1754,1791.1,150464,USD
11/8/2011,1795.8,1804.4,1778.3,1799.2,133687,USD
11/9/2011,1787.4,1801.1,1765.1,1791.6,161799,USD
11/10/2011,1771,1776.9,1736.6,1759.6,172534,USD
11/11/2011,1759.6,1791.1,1745,1788.1,106879,USD
11/14/2011,1789.4,1797.6,1774.2,1778.4,87588,USD
11/15/2011,1782,1787.8,1760.9,1782.2,132676,USD
11/16/2011,1782.3,1784.8,1753.9,1774.3,172664,USD
11/17/2011,1764.7,1768,1711,1720.2,229938,USD
11/18/2011,1721.5,1738.5,1711.4,1725.1,147927,USD
11/21/2011,1725.1,1727.4,1667.1,1678.6,209402,USD
11/22/2011,1678.5,1706.4,1667.5,1702.4,182848,USD
11/23/2011,1699.9,1710.8,1677.1,1695.9,173328,USD
11/24/2011,1693.4,1702.7,1672.6,1685.7,139442,USD
11/28/2011,1685.4,1722.4,1684,1710.8,175525,USD
11/29/2011,1715.3,1724.1,1707.2,1718.9,158257,USD
11/30/2011,1722.7,1754.7,1704.3,1750.3,187239,USD
12/1/2011,1752.5,1758,1737.2,1739.8,113555,USD
12/2/2011,1748.5,1767.1,1741.7,1751.3,107014,USD
12/5/2011,1751,1758.8,1721.1,1734.5,117520,USD
12/6/2011,1727.2,1736.9,1705.7,1731.8,133426,USD
12/7/2011,1733,1747,1723.6,1744.8,105726,USD
12/8/2011,1746.8,1760.5,1707.8,1713.4,173374,USD
12/9/2011,1708.9,1727.9,1704.9,1716.8,105584,USD
12/12/2011,1716.8,1718.6,1660.3,1668.2,165096,USD
12/13/2011,1668,1681.7,1625.5,1663.1,182892,USD
12/14/2011,1631.6,1645.8,1565.7,1586.9,283563,USD
12/15/2011,1580,1596.5,1562.5,1577.2,189916,USD
12/16/2011,1573.3,1603.5,1572.1,1597.9,137428,USD
12/19/2011,1603.5,1611.5,1585.5,1596.7,121278,USD
12/20/2011,1595.5,1620.8,1594.1,1617.6,101146,USD
12/21/2011,1617.2,1643.7,1607.7,1613.6,125152,USD
12/22/2011,1617.1,1618.6,1599.1,1610.6,96547,USD
12/23/2011,1607.8,1615.6,1604,1606,40681,USD
12/27/2011,1609.2,1609.2,1591.1,1595.5,46351,USD
12/28/2011,1593.9,1595,1550.9,1564.1,114256,USD
12/29/2011,1557.1,1562.8,1523.9,1540.9,132782,USD
12/30/2011,1547.3,1582.8,1546.2,1566.8,94315,USD
1/3/2012,1571,1608.7,1566.8,1600.5,112937,USD
1/4/2012,1604.9,1619.8,1593.8,1612.7,154215,USD
1/5/2012,1614.4,1626.8,1597.7,1620.1,176473,USD
1/6/2012,1622.4,1632.3,1609,1616.8,155211,USD
1/9/2012,1617.7,1624.6,1605.7,1608.1,134386,USD
1/10/2012,1612.3,1641.4,1609.2,1631.5,168405,USD
1/11/2012,1632.4,1648,1630.8,1639.6,144552,USD
1/12/2012,1643.5,1662.9,1640.9,1647.7,146826,USD
1/13/2012,1649.8,1650.7,1625.7,1630.8,177525,USD
1/16/2012,1635.8,1668,1631.9,1655.6,193658,USD
1/18/2012,1651.5,1662.9,1642.1,1659.9,157218,USD
1/19/2012,1660.7,1670.6,1649.2,1654.5,130752,USD
1/20/2012,1657,1667.3,1645.2,1664,127005,USD
1/23/2012,1665.2,1681.8,1663,1678.3,131456,USD
1/24/2012,1677.1,1680,1661,1664.5,137344,USD
1/25/2012,1666.5,1713.2,1649.2,1700.1,240476,USD
1/26/2012,1710.9,1731.5,1703,1726.7,226656,USD
1/27/2012,1724.4,1743,1717.2,1735.4,149457,USD
1/30/2012,1739.6,1742.8,1718.8,1734.4,133373,USD
1/31/2012,1734.4,1750.6,1727,1740.4,157876,USD
2/1/2012,1739.8,1754,1735.4,1749.5,124538,USD
2/2/2012,1747.3,1764,1743.3,1759.3,142034,USD
2/3/2012,1761.7,1765.9,1726.2,1740.3,191907,USD
2/6/2012,1731,1740.9,1714,1724.9,137271,USD
2/7/2012,1722.5,1752.6,1712.6,1748.4,161623,USD
2/8/2012,1747.7,1754.8,1726,1731.3,151075,USD
2/9/2012,1734.4,1755.5,1728.1,1741.2,163236,USD
2/10/2012,1731.1,1737.2,1706.4,1725.3,178134,USD
2/13/2012,1727.4,1735.4,1717.7,1724.9,103506,USD
2/14/2012,1724,1729.9,1713.8,1717.7,148107,USD
2/15/2012,1723,1739.2,1720.3,1728.1,140860,USD
2/16/2012,1730.1,1731.6,1706.7,1728.4,166951,USD
2/17/2012,1730.4,1737.5,1718.6,1725.9,116795,USD
2/20/2012,1728.4,1761.9,1727,1758.5,202405,USD
2/22/2012,1761.4,1783.4,1750.7,1771.3,176268,USD
2/23/2012,1778.3,1789.5,1773.3,1786.3,153929,USD
2/24/2012,1782,1784.4,1771.3,1776.4,139752,USD
2/27/2012,1776.8,1781,1762.6,1774.9,132504,USD
2/28/2012,1770.2,1792.7,1767,1788.4,158913,USD
2/29/2012,1786.2,1792.3,1688.4,1711.3,343493,USD
3/1/2012,1695.6,1727.3,1695.1,1722.2,239499,USD
3/2/2012,1719.7,1725.4,1705.4,1709.8,147086,USD
3/5/2012,1712.4,1718,1694.4,1703.9,158938,USD
3/6/2012,1707.4,1709.8,1663.4,1672.1,237112,USD
3/7/2012,1675,1688.7,1671.7,1683.9,157557,USD
3/8/2012,1685.7,1704.8,1683.6,1698.7,156218,USD
3/9/2012,1700.5,1716.5,1677,1711.5,206573,USD
3/12/2012,1715,1717.4,1692.5,1699.8,152099,USD
3/13/2012,1700.8,1706.2,1662.1,1694.2,209911,USD
3/14/2012,1675.2,1682.8,1634.7,1642.9,279269,USD
3/15/2012,1643.2,1667.4,1636.2,1659.5,180716,USD
3/16/2012,1657.8,1664.9,1639.7,1655.8,160610,USD
3/19/2012,1659,1670.1,1652.3,1667.3,135038,USD
3/20/2012,1664.6,1664.9,1641.2,1647,154433,USD
3/21/2012,1650.8,1661.9,1646.3,1650.3,139650,USD
3/22/2012,1649.6,1656.6,1627.5,1642.5,175716,USD
3/23/2012,1644.1,1666.3,1641.5,1662.4,144592,USD
3/26/2012,1662.2,1693.4,1655.1,1685.6,195612,USD
3/27/2012,1690.2,1696.9,1678.6,1684.9,175344,USD
3/28/2012,1679.3,1684.5,1654,1657.9,193107,USD
3/29/2012,1664.6,1666.9,1646.7,1654.9,163878,USD
3/30/2012,1663.2,1672.7,1661.2,1671.9,111161,USD
4/2/2012,1671.5,1685.4,1664.4,1679.7,110017,USD
4/3/2012,1678.6,1682.7,1640.2,1672,156003,USD
4/4/2012,1645.8,1649.5,1613,1614.1,201938,USD
4/5/2012,1622,1634.8,1620.7,1630.1,128046,USD
4/9/2012,1641,1649.9,1636.7,1643.9,83338,USD
4/10/2012,1643,1664.8,1632.5,1660.7,177501,USD
4/11/2012,1660.7,1663.9,1653.5,1660.3,102788,USD
4/12/2012,1660.3,1681.3,1651,1680.6,141531,USD
4/13/2012,1676.6,1679.2,1649.7,1660.2,127471,USD
4/16/2012,1658.7,1659.6,1642,1649.7,114468,USD
4/17/2012,1653.7,1658.4,1635.2,1651.1,142002,USD
4/18/2012,1650.8,1655.2,1638.1,1639.6,106988,USD
4/19/2012,1643,1654.9,1631.2,1641.4,161296,USD
4/20/2012,1643.2,1648.2,1638.6,1642.8,87025,USD
4/23/2012,1642.8,1644.2,1623.6,1632.6,125013,USD
4/24/2012,1639.6,1650.1,1634.6,1643.8,107793,USD
4/25/2012,1642.2,1647.6,1625,1642.3,166069,USD
4/26/2012,1644.5,1662,1642.5,1660.5,130313,USD
4/27/2012,1657.3,1668.4,1651.1,1664.8,97633,USD
4/30/2012,1663,1667,1645.1,1664.2,115408,USD
5/1/2012,1666.1,1672.3,1657.5,1662.4,105171,USD
5/2/2012,1663,1663.9,1646,1654,129795,USD
5/3/2012,1654,1654.3,1631.3,1634.8,151919,USD
5/4/2012,1636.4,1648,1626.8,1645.2,144960,USD
5/7/2012,1643.3,1644,1632.2,1639.1,91445,USD
5/8/2012,1638.9,1639.5,1595.5,1604.5,218708,USD
5/9/2012,1605.9,1607,1578.5,1594.2,210608,USD
5/10/2012,1589.7,1602.2,1585,1595.5,138244,USD
5/11/2012,1593.5,1595.2,1572,1584,151009,USD
5/14/2012,1585.5,1585.8,1555,1561,162291,USD
5/15/2012,1557.2,1564.4,1541.2,1557.1,159325,USD
5/16/2012,1544.9,1552.2,1526.7,1536.6,252560,USD
5/17/2012,1538.6,1579.8,1538.4,1574.9,211541,USD
5/18/2012,1574.5,1597.5,1567.8,1591.9,176041,USD
5/21/2012,1590.2,1599,1584.5,1588.7,140539,USD
5/22/2012,1593,1594.4,1561,1576.6,175858,USD
5/23/2012,1567.4,1568.5,1532.8,1548.4,259185,USD
5/24/2012,1560.8,1577.7,1551,1557.5,197533,USD
5/25/2012,1557.6,1573.7,1550.7,1568.9,157335,USD
5/28/2012,1573.6,1583.5,1545.7,1548.7,259050,USD
5/30/2012,1555.8,1571,1532.1,1565.7,273695,USD
5/31/2012,1564.1,1574.6,1553,1564.2,177334,USD
6/1/2012,1561.8,1632,1545.5,1622.1,307040,USD
6/4/2012,1626.8,1629.7,1610,1613.9,135236,USD
6/5/2012,1619.9,1624.8,1612.5,1616.9,96218,USD
6/6/2012,1618.5,1642.4,1614.4,1634.2,184614,USD
6/7/2012,1621.4,1630.7,1579.4,1588,254777,USD
6/8/2012,1590.3,1596.3,1556.4,1591.4,158606,USD
6/11/2012,1602.8,1609.3,1582.7,1596.8,116635,USD
6/12/2012,1597.6,1618.9,1586.4,1613.8,149667,USD
6/13/2012,1611.1,1626,1607,1619.4,128377,USD
6/14/2012,1619,1629,1610.4,1619.6,153140,USD
6/15/2012,1624,1635.4,1620.4,1628.1,130137,USD
6/18/2012,1630,1631.3,1606.9,1627,120675,USD
6/19/2012,1627.3,1634.3,1618.1,1623.2,124749,USD
6/20/2012,1619.3,1623.6,1590.5,1615.8,210736,USD
6/21/2012,1607.7,1608.2,1564.8,1565.5,214302,USD
6/22/2012,1565.7,1574.1,1558.6,1566.9,120470,USD
6/25/2012,1572.6,1589,1566.9,1588.4,114462,USD
6/26/2012,1588.4,1588.4,1568.2,1574.9,103440,USD
6/27/2012,1572.6,1584.6,1563.1,1578.4,115527,USD
6/28/2012,1574.6,1579.6,1547.6,1550.4,139961,USD
6/29/2012,1551.8,1607.8,1551.3,1604.2,190835,USD
7/2/2012,1599.6,1603.6,1587.4,1597.7,98936,USD
7/3/2012,1597.5,1625.7,1595.3,1621.8,112150,USD
7/4/2012,1617.6,1624.5,1597.5,1609.4,172550,USD
7/6/2012,1605.2,1610.6,1576.4,1578.9,161742,USD
7/9/2012,1582.4,1593.1,1576,1589.1,98066,USD
7/10/2012,1589.1,1602,1564.4,1579.8,151155,USD
7/11/2012,1565.8,1583.4,1565.5,1575.7,140490,USD
7/12/2012,1576.3,1577.9,1554.4,1565.3,171190,USD
7/13/2012,1571.2,1596.5,1565.6,1592,129985,USD
7/16/2012,1591.5,1594.6,1577.2,1591.6,101745,USD
7/17/2012,1588.6,1598.8,1571,1589.5,141888,USD
7/18/2012,1583,1585.7,1567.2,1570.8,133067,USD
7/19/2012,1573,1591.5,1572.1,1580.4,134865,USD
7/20/2012,1581,1586.7,1572.6,1582.8,122585,USD
7/23/2012,1581.6,1582.4,1562,1577.4,141477,USD
7/24/2012,1575.9,1584,1567.8,1576.2,158537,USD
7/25/2012,1580.2,1610,1577.9,1608.1,212741,USD
7/26/2012,1604.5,1621.5,1600.2,1615.1,188616,USD
