Date,Open,High,Low,Close,Adj Close,Volume
10-Aug-15,"2,080.98","2,105.35","2,080.98",2104.18,"2,104.18","3,514,460,000"
7-Aug-15,"2,082.61","2,082.61","2,067.91",2077.57,"2,077.57","3,602,320,000"
6-Aug-15,"2,100.75","2,103.32","2,075.53",2083.56,"2,083.56","4,246,570,000"
5-Aug-15,"2,095.27","2,112.66","2,095.27",2099.84,"2,099.84","3,968,680,000"
4-Aug-15,"2,097.68","2,102.51","2,088.60",2093.32,"2,093.32","3,546,710,000"
3-Aug-15,"2,104.49","2,105.70","2,087.31",2098.04,"2,098.04","3,476,770,000"
31-Jul-15,"2,111.60","2,114.24","2,102.07",2103.84,"2,103.84","3,681,340,000"
30-Jul-15,"2,106.78","2,110.48","2,094.97",2108.63,"2,108.63","3,579,410,000"
29-Jul-15,"2,094.70","2,110.60","2,094.08",2108.57,"2,108.57","4,038,900,000"
28-Jul-15,"2,070.75","2,095.60","2,069.09",2093.25,"2,093.25","4,117,740,000"
27-Jul-15,"2,078.19","2,078.19","2,063.52",2067.64,"2,067.64","3,836,750,000"
24-Jul-15,"2,102.24","2,106.01","2,077.09",2079.65,"2,079.65","3,870,040,000"
23-Jul-15,"2,114.16","2,116.87","2,098.63",2102.15,"2,102.15","3,772,810,000"
22-Jul-15,"2,118.21","2,118.51","2,110.00",2114.15,"2,114.15","3,694,070,000"
21-Jul-15,"2,127.55","2,128.49","2,115.40",2119.21,"2,119.21","3,343,690,000"
20-Jul-15,"2,126.85","2,132.82","2,123.66",2128.28,"2,128.28","3,245,870,000"
17-Jul-15,"2,126.80","2,128.91","2,119.88",2126.64,"2,126.64","3,362,750,000"
16-Jul-15,"2,110.55","2,124.42","2,110.55",2124.29,"2,124.29","3,227,080,000"
15-Jul-15,"2,109.01","2,114.14","2,102.49",2107.40,"2,107.40","3,261,810,000"
14-Jul-15,"2,099.72","2,111.98","2,098.18",2108.95,"2,108.95","3,002,120,000"
13-Jul-15,"2,080.03","2,100.67","2,080.03",2099.60,"2,099.60","3,096,730,000"
10-Jul-15,"2,052.74","2,081.31","2,052.74",2076.62,"2,076.62","3,065,070,000"
9-Jul-15,"2,049.73","2,074.28","2,049.73",2051.31,"2,051.31","3,446,810,000"
8-Jul-15,"2,077.66","2,077.66","2,044.66",2046.68,"2,046.68","3,608,780,000"
7-Jul-15,"2,069.52","2,083.74","2,044.02",2081.34,"2,081.34","4,458,660,000"
6-Jul-15,"2,073.95","2,078.61","2,058.40",2068.76,"2,068.76","3,486,360,000"
2-Jul-15,"2,078.03","2,085.06","2,071.02",2076.78,"2,076.78","2,996,540,000"
1-Jul-15,"2,067.00","2,082.78","2,067.00",2077.42,"2,077.42","3,727,260,000"
30-Jun-15,"2,061.19","2,074.28","2,056.32",2063.11,"2,063.11","4,078,540,000"
29-Jun-15,"2,098.63","2,098.63","2,056.64",2057.64,"2,057.64","3,678,960,000"
26-Jun-15,"2,102.62","2,108.92","2,095.38",2101.49,"2,101.49","5,025,470,000"
25-Jun-15,"2,109.96","2,116.04","2,101.78",2102.31,"2,102.31","3,214,610,000"
24-Jun-15,"2,123.65","2,125.10","2,108.58",2108.58,"2,108.58","3,102,480,000"
23-Jun-15,"2,123.16","2,128.03","2,119.89",2124.20,"2,124.20","3,091,190,000"
22-Jun-15,"2,112.50","2,129.87","2,112.50",2122.85,"2,122.85","3,030,020,000"
19-Jun-15,"2,121.06","2,121.64","2,109.45",2109.99,"2,109.99","4,449,810,000"
18-Jun-15,"2,101.58","2,126.65","2,101.58",2121.24,"2,121.24","3,520,360,000"
17-Jun-15,"2,097.40","2,106.79","2,088.86",2100.44,"2,100.44","3,222,240,000"
16-Jun-15,"2,084.26","2,097.40","2,082.10",2096.29,"2,096.29","2,919,900,000"
15-Jun-15,"2,091.34","2,091.34","2,072.49",2084.43,"2,084.43","3,061,570,000"
12-Jun-15,"2,107.43","2,107.43","2,091.33",2094.11,"2,094.11","2,719,400,000"
11-Jun-15,"2,106.24","2,115.02","2,106.24",2108.86,"2,108.86","3,128,600,000"
10-Jun-15,"2,081.12","2,108.50","2,081.12",2105.20,"2,105.20","3,414,320,000"
9-Jun-15,"2,079.07","2,085.62","2,072.14",2080.15,"2,080.15","3,034,580,000"
8-Jun-15,"2,092.34","2,093.01","2,079.11",2079.28,"2,079.28","2,917,150,000"
5-Jun-15,"2,095.09","2,100.99","2,085.67",2092.83,"2,092.83","3,243,690,000"
4-Jun-15,"2,112.35","2,112.89","2,093.23",2095.84,"2,095.84","3,200,050,000"
3-Jun-15,"2,110.64","2,121.92","2,109.61",2114.07,"2,114.07","3,099,980,000"
2-Jun-15,"2,110.41","2,117.59","2,099.14",2109.60,"2,109.60","3,049,350,000"
1-Jun-15,"2,108.64","2,119.15","2,102.54",2111.73,"2,111.73","3,011,710,000"
29-May-15,"2,120.66","2,120.66","2,104.89",2107.39,"2,107.39","3,927,390,000"
28-May-15,"2,122.27","2,122.27","2,112.86",2120.79,"2,120.79","2,980,350,000"
27-May-15,"2,105.13","2,126.22","2,105.13",2123.48,"2,123.48","3,127,960,000"
26-May-15,"2,125.34","2,125.34","2,099.18",2104.20,"2,104.20","3,342,130,000"
22-May-15,"2,130.36","2,132.15","2,126.06",2126.06,"2,126.06","2,571,860,000"
21-May-15,"2,125.55","2,134.28","2,122.95",2130.82,"2,130.82","3,070,460,000"
20-May-15,"2,127.79","2,134.72","2,122.59",2125.85,"2,125.85","3,025,880,000"
19-May-15,"2,129.45","2,133.02","2,124.50",2127.83,"2,127.83","3,296,030,000"
18-May-15,"2,121.30","2,131.78","2,120.01",2129.20,"2,129.20","2,888,190,000"
15-May-15,"2,122.07","2,123.89","2,116.81",2122.73,"2,122.73","3,092,080,000"
14-May-15,"2,100.43","2,121.45","2,100.43",2121.10,"2,121.10","3,225,740,000"
13-May-15,"2,099.62","2,110.19","2,096.04",2098.48,"2,098.48","3,374,260,000"
12-May-15,"2,102.87","2,105.06","2,085.57",2099.12,"2,099.12","3,139,520,000"
11-May-15,"2,115.56","2,117.69","2,104.58",2105.33,"2,105.33","2,992,670,000"
8-May-15,"2,092.13","2,117.66","2,092.13",2116.10,"2,116.10","3,399,440,000"
7-May-15,"2,079.96","2,092.90","2,074.99",2088.00,"2,088.00","3,676,640,000"
6-May-15,"2,091.26","2,098.42","2,067.93",2080.15,"2,080.15","3,792,210,000"
5-May-15,"2,112.63","2,115.24","2,088.46",2089.46,"2,089.46","3,793,950,000"
4-May-15,"2,110.23","2,120.95","2,110.23",2114.49,"2,114.49","3,091,580,000"
1-May-15,"2,087.38","2,108.41","2,087.38",2108.29,"2,108.29","3,379,390,000"
30-Apr-15,"2,105.52","2,105.52","2,077.59",2085.51,"2,085.51","4,509,680,000"
29-Apr-15,"2,112.49","2,113.65","2,097.41",2106.85,"2,106.85","4,074,970,000"
28-Apr-15,"2,108.35","2,116.04","2,094.89",2114.76,"2,114.76","3,546,270,000"
27-Apr-15,"2,119.29","2,125.92","2,107.04",2108.92,"2,108.92","3,438,750,000"
24-Apr-15,"2,112.80","2,120.92","2,112.80",2117.69,"2,117.69","3,375,780,000"
23-Apr-15,"2,107.21","2,120.49","2,103.19",2112.93,"2,112.93","3,636,670,000"
22-Apr-15,"2,098.27","2,109.98","2,091.05",2107.96,"2,107.96","3,348,480,000"
21-Apr-15,"2,102.82","2,109.64","2,094.38",2097.29,"2,097.29","3,243,410,000"
20-Apr-15,"2,084.11","2,103.94","2,084.11",2100.40,"2,100.40","3,000,160,000"
17-Apr-15,"2,102.58","2,102.58","2,072.37",2081.18,"2,081.18","3,627,600,000"
16-Apr-15,"2,105.96","2,111.30","2,100.02",2104.99,"2,104.99","3,434,120,000"
15-Apr-15,"2,097.82","2,111.91","2,097.82",2106.63,"2,106.63","4,013,760,000"
14-Apr-15,"2,092.28","2,098.62","2,083.24",2095.84,"2,095.84","3,301,270,000"
13-Apr-15,"2,102.03","2,107.65","2,092.33",2092.43,"2,092.43","2,908,420,000"
10-Apr-15,"2,091.51","2,102.61","2,091.51",2102.06,"2,102.06","3,156,200,000"
9-Apr-15,"2,081.29","2,093.31","2,074.29",2091.18,"2,091.18","3,172,360,000"
8-Apr-15,"2,076.94","2,086.69","2,073.30",2081.90,"2,081.90","3,265,330,000"
7-Apr-15,"2,080.79","2,089.81","2,076.10",2076.33,"2,076.33","3,065,510,000"
6-Apr-15,"2,064.87","2,086.99","2,056.52",2080.62,"2,080.62","3,302,970,000"
2-Apr-15,"2,060.03","2,072.17","2,057.32",2066.96,"2,066.96","3,095,960,000"
1-Apr-15,"2,067.63","2,067.63","2,048.38",2059.69,"2,059.69","3,543,270,000"
31-Mar-15,"2,084.05","2,084.05","2,067.04",2067.89,"2,067.89","3,376,550,000"
30-Mar-15,"2,064.11","2,088.97","2,064.11",2086.24,"2,086.24","2,917,690,000"
27-Mar-15,"2,055.78","2,062.83","2,052.96",2061.02,"2,061.02","3,008,550,000"
26-Mar-15,"2,059.94","2,067.15","2,045.50",2056.15,"2,056.15","3,510,670,000"
25-Mar-15,"2,093.10","2,097.43","2,061.05",2061.05,"2,061.05","3,521,140,000"
24-Mar-15,"2,103.94","2,107.63","2,091.50",2091.50,"2,091.50","3,189,820,000"
23-Mar-15,"2,107.99","2,114.86","2,104.42",2104.42,"2,104.42","3,267,960,000"
20-Mar-15,"2,090.32","2,113.92","2,090.32",2108.10,"2,108.10","5,554,120,000"
19-Mar-15,"2,098.69","2,098.69","2,085.56",2089.27,"2,089.27","3,305,220,000"
18-Mar-15,"2,072.84","2,106.85","2,061.23",2099.50,"2,099.50","4,128,210,000"
17-Mar-15,"2,080.59","2,080.59","2,065.08",2074.28,"2,074.28","3,221,840,000"
16-Mar-15,"2,055.35","2,081.41","2,055.35",2081.19,"2,081.19","3,295,600,000"
13-Mar-15,"2,064.56","2,064.56","2,041.17",2053.40,"2,053.40","3,498,560,000"
12-Mar-15,"2,041.10","2,066.41","2,041.10",2065.95,"2,065.95","3,405,860,000"
11-Mar-15,"2,044.69","2,050.08","2,039.69",2040.24,"2,040.24","3,406,570,000"
10-Mar-15,"2,076.14","2,076.14","2,044.16",2044.16,"2,044.16","3,668,900,000"
9-Mar-15,"2,072.25","2,083.49","2,072.21",2079.43,"2,079.43","3,349,090,000"
6-Mar-15,"2,100.91","2,100.91","2,067.27",2071.26,"2,071.26","3,853,570,000"
5-Mar-15,"2,098.54","2,104.25","2,095.22",2101.04,"2,101.04","3,103,030,000"
4-Mar-15,"2,107.72","2,107.72","2,094.49",2098.53,"2,098.53","3,421,110,000"
3-Mar-15,"2,115.76","2,115.76","2,098.26",2107.78,"2,107.78","3,262,300,000"
2-Mar-15,"2,105.23","2,117.52","2,104.50",2117.39,"2,117.39","3,409,490,000"
27-Feb-15,"2,110.88","2,112.74","2,103.75",2104.50,"2,104.50","3,547,380,000"
26-Feb-15,"2,113.91","2,113.91","2,103.76",2110.74,"2,110.74","3,408,690,000"
25-Feb-15,"2,115.30","2,119.59","2,109.89",2113.86,"2,113.86","3,312,340,000"
24-Feb-15,"2,109.10","2,117.94","2,105.87",2115.48,"2,115.48","3,199,840,000"
23-Feb-15,"2,109.83","2,110.05","2,103.00",2109.66,"2,109.66","3,093,680,000"
20-Feb-15,"2,097.65","2,110.61","2,085.44",2110.30,"2,110.30","3,281,600,000"
19-Feb-15,"2,099.25","2,102.13","2,090.79",2097.45,"2,097.45","3,247,100,000"
18-Feb-15,"2,099.16","2,100.23","2,092.15",2099.68,"2,099.68","3,370,020,000"
17-Feb-15,"2,096.47","2,101.30","2,089.80",2100.34,"2,100.34","3,361,750,000"
13-Feb-15,"2,088.78","2,097.03","2,086.70",2096.99,"2,096.99","3,527,450,000"
12-Feb-15,"2,069.98","2,088.53","2,069.98",2088.48,"2,088.48","3,788,350,000"
11-Feb-15,"2,068.55","2,073.48","2,057.99",2068.53,"2,068.53","3,596,860,000"
10-Feb-15,"2,049.38","2,070.86","2,048.62",2068.59,"2,068.59","3,669,850,000"
9-Feb-15,"2,053.47","2,056.16","2,041.88",2046.74,"2,046.74","3,549,540,000"
6-Feb-15,"2,062.28","2,072.40","2,049.97",2055.47,"2,055.47","4,232,970,000"
5-Feb-15,"2,043.45","2,063.55","2,043.45",2062.52,"2,062.52","3,821,990,000"
4-Feb-15,"2,048.86","2,054.74","2,036.72",2041.51,"2,041.51","4,141,920,000"
3-Feb-15,"2,022.71","2,050.30","2,022.71",2050.03,"2,050.03","4,615,900,000"
2-Feb-15,"1,996.67","2,021.66","1,980.90",2020.85,"2,020.85","4,008,330,000"
30-Jan-15,"2,019.35","2,023.32","1,993.38",1994.99,"1,994.99","4,568,650,000"
29-Jan-15,"2,002.45","2,024.64","1,989.18",2021.25,"2,021.25","4,127,140,000"
28-Jan-15,"2,032.34","2,042.49","2,001.49",2002.16,"2,002.16","4,067,530,000"
27-Jan-15,"2,047.86","2,047.86","2,019.91",2029.55,"2,029.55","3,329,810,000"
26-Jan-15,"2,050.42","2,057.62","2,040.97",2057.09,"2,057.09","3,465,760,000"
23-Jan-15,"2,062.98","2,062.98","2,050.54",2051.82,"2,051.82","3,573,560,000"
22-Jan-15,"2,034.30","2,064.62","2,026.38",2063.15,"2,063.15","4,176,050,000"
21-Jan-15,"2,020.19","2,038.29","2,012.04",2032.12,"2,032.12","3,730,070,000"
20-Jan-15,"2,020.76","2,028.94","2,004.49",2022.55,"2,022.55","3,944,340,000"
16-Jan-15,"1,992.25","2,020.46","1,988.12",2019.42,"2,019.42","4,056,410,000"
15-Jan-15,"2,013.75","2,021.35","1,991.47",1992.67,"1,992.67","4,276,720,000"
14-Jan-15,"2,018.40","2,018.40","1,988.44",2011.27,"2,011.27","4,378,680,000"
13-Jan-15,"2,031.58","2,056.93","2,008.25",2023.03,"2,023.03","4,107,300,000"
12-Jan-15,"2,046.13","2,049.30","2,022.58",2028.26,"2,028.26","3,456,460,000"
9-Jan-15,"2,063.45","2,064.43","2,038.33",2044.81,"2,044.81","3,364,140,000"
8-Jan-15,"2,030.61","2,064.08","2,030.61",2062.14,"2,062.14","3,934,010,000"
7-Jan-15,"2,005.55","2,029.61","2,005.55",2025.90,"2,025.90","3,805,480,000"
6-Jan-15,"2,022.15","2,030.25","1,992.44",2002.61,"2,002.61","4,460,110,000"
5-Jan-15,"2,054.44","2,054.44","2,017.34",2020.58,"2,020.58","3,799,120,000"
2-Jan-15,"2,058.90","2,072.36","2,046.04",2058.20,"2,058.20","2,708,700,000"
31-Dec-14,"2,082.11","2,085.58","2,057.94",2058.90,"2,058.90","2,606,070,000"
30-Dec-14,"2,088.49","2,088.49","2,079.53",2080.35,"2,080.35","2,440,280,000"
29-Dec-14,"2,087.63","2,093.55","2,085.75",2090.57,"2,090.57","2,452,360,000"
26-Dec-14,"2,084.30","2,092.70","2,084.30",2088.77,"2,088.77","1,735,230,000"
24-Dec-14,"2,083.25","2,087.56","2,081.86",2081.88,"2,081.88","1,416,980,000"
23-Dec-14,"2,081.48","2,086.73","2,079.77",2082.17,"2,082.17","3,043,950,000"
22-Dec-14,"2,069.28","2,078.76","2,069.28",2078.54,"2,078.54","3,369,520,000"
19-Dec-14,"2,061.04","2,077.85","2,061.03",2070.65,"2,070.65","6,465,530,000"
18-Dec-14,"2,018.98","2,061.23","2,018.98",2061.23,"2,061.23","4,703,380,000"
17-Dec-14,"1,973.77","2,016.75","1,973.77",2012.89,"2,012.89","4,942,370,000"
16-Dec-14,"1,986.71","2,016.89","1,972.56",1972.74,"1,972.74","4,958,680,000"
15-Dec-14,"2,005.03","2,018.69","1,982.26",1989.63,"1,989.63","4,361,990,000"
12-Dec-14,"2,030.36","2,032.25","2,002.33",2002.33,"2,002.33","4,157,650,000"
11-Dec-14,"2,027.92","2,055.53","2,027.92",2035.33,"2,035.33","3,917,950,000"
10-Dec-14,"2,058.86","2,058.86","2,024.26",2026.14,"2,026.14","4,114,440,000"
9-Dec-14,"2,056.55","2,060.60","2,034.17",2059.82,"2,059.82","3,970,150,000"
8-Dec-14,"2,074.84","2,075.78","2,054.27",2060.31,"2,060.31","3,800,990,000"
5-Dec-14,"2,072.78","2,079.47","2,070.81",2075.37,"2,075.37","3,419,620,000"
4-Dec-14,"2,073.64","2,077.34","2,062.34",2071.92,"2,071.92","3,408,340,000"
3-Dec-14,"2,067.45","2,076.28","2,066.65",2074.33,"2,074.33","3,612,680,000"
2-Dec-14,"2,053.77","2,068.77","2,053.77",2066.55,"2,066.55","3,686,650,000"
1-Dec-14,"2,065.78","2,065.78","2,049.57",2053.44,"2,053.44","4,159,010,000"
28-Nov-14,"2,074.78","2,075.76","2,065.06",2067.56,"2,067.56","2,504,640,000"
26-Nov-14,"2,067.36","2,073.29","2,066.62",2072.83,"2,072.83","2,745,260,000"
25-Nov-14,"2,070.15","2,074.21","2,064.75",2067.03,"2,067.03","3,392,940,000"
24-Nov-14,"2,065.07","2,070.17","2,065.07",2069.41,"2,069.41","3,128,060,000"
21-Nov-14,"2,057.46","2,071.46","2,056.75",2063.50,"2,063.50","3,916,420,000"
20-Nov-14,"2,045.87","2,053.84","2,040.49",2052.75,"2,052.75","3,128,290,000"
19-Nov-14,"2,051.16","2,052.14","2,040.37",2048.72,"2,048.72","3,390,850,000"
18-Nov-14,"2,041.48","2,056.08","2,041.48",2051.80,"2,051.80","3,416,190,000"
17-Nov-14,"2,038.29","2,043.07","2,034.46",2041.32,"2,041.32","3,152,890,000"
14-Nov-14,"2,039.74","2,042.22","2,035.20",2039.82,"2,039.82","3,227,130,000"
13-Nov-14,"2,039.21","2,046.18","2,030.44",2039.33,"2,039.33","3,455,270,000"
12-Nov-14,"2,037.75","2,040.33","2,031.95",2038.25,"2,038.25","3,246,650,000"
11-Nov-14,"2,038.20","2,041.28","2,035.28",2039.68,"2,039.68","2,958,320,000"
10-Nov-14,"2,032.01","2,038.70","2,030.17",2038.26,"2,038.26","3,284,940,000"
7-Nov-14,"2,032.36","2,034.26","2,025.07",2031.92,"2,031.92","3,704,280,000"
6-Nov-14,"2,023.33","2,031.61","2,015.86",2031.21,"2,031.21","3,669,770,000"
5-Nov-14,"2,015.29","2,023.77","2,014.42",2023.57,"2,023.57","3,766,590,000"
4-Nov-14,"2,015.81","2,015.98","2,001.01",2012.10,"2,012.10","3,956,260,000"
3-Nov-14,"2,018.21","2,024.46","2,013.68",2017.81,"2,017.81","3,555,440,000"
31-Oct-14,"2,001.20","2,018.19","2,001.20",2018.05,"2,018.05","4,292,290,000"
30-Oct-14,"1,979.49","1,999.40","1,974.75",1994.65,"1,994.65","3,586,150,000"
29-Oct-14,"1,983.29","1,991.40","1,969.04",1982.30,"1,982.30","3,740,350,000"
28-Oct-14,"1,964.14","1,985.05","1,964.14",1985.05,"1,985.05","3,653,260,000"
27-Oct-14,"1,962.97","1,964.64","1,951.37",1961.63,"1,961.63","3,538,860,000"
24-Oct-14,"1,951.59","1,965.27","1,946.27",1964.58,"1,964.58","3,078,380,000"
23-Oct-14,"1,931.02","1,961.95","1,931.02",1950.82,"1,950.82","3,789,250,000"
22-Oct-14,"1,941.29","1,949.31","1,926.83",1927.11,"1,927.11","3,761,930,000"
21-Oct-14,"1,909.38","1,942.45","1,909.38",1941.28,"1,941.28","3,987,090,000"
20-Oct-14,"1,885.62","1,905.03","1,882.30",1904.01,"1,904.01","3,331,210,000"
17-Oct-14,"1,864.91","1,898.16","1,864.91",1886.76,"1,886.76","4,482,120,000"
16-Oct-14,"1,855.95","1,876.01","1,835.02",1862.76,"1,862.76","5,073,150,000"
15-Oct-14,"1,874.18","1,874.18","1,820.66",1862.49,"1,862.49","6,090,800,000"
14-Oct-14,"1,877.11","1,898.71","1,871.79",1877.70,"1,877.70","4,812,010,000"
13-Oct-14,"1,905.65","1,912.09","1,874.14",1874.74,"1,874.74","4,352,580,000"
10-Oct-14,"1,925.63","1,936.98","1,906.05",1906.13,"1,906.13","4,550,540,000"
9-Oct-14,"1,967.68","1,967.68","1,927.56",1928.21,"1,928.21","4,344,020,000"
8-Oct-14,"1,935.55","1,970.36","1,925.25",1968.89,"1,968.89","4,441,890,000"
7-Oct-14,"1,962.36","1,962.36","1,934.87",1935.10,"1,935.10","3,687,870,000"
6-Oct-14,"1,970.01","1,977.84","1,958.43",1964.82,"1,964.82","3,358,220,000"
3-Oct-14,"1,948.12","1,971.19","1,948.12",1967.90,"1,967.90","3,560,970,000"
2-Oct-14,"1,945.83","1,952.32","1,926.03",1946.17,"1,946.17","4,012,510,000"
1-Oct-14,"1,971.44","1,971.44","1,941.72",1946.16,"1,946.16","4,188,590,000"
30-Sep-14,"1,978.21","1,985.17","1,968.96",1972.29,"1,972.29","3,951,100,000"
29-Sep-14,"1,978.96","1,981.28","1,964.04",1977.80,"1,977.80","3,094,440,000"
26-Sep-14,"1,966.22","1,986.37","1,966.22",1982.85,"1,982.85","2,929,440,000"
25-Sep-14,"1,997.32","1,997.32","1,965.99",1965.99,"1,965.99","3,273,050,000"
24-Sep-14,"1,983.34","1,999.79","1,978.63",1998.30,"1,998.30","3,313,850,000"
23-Sep-14,"1,992.78","1,995.41","1,982.77",1982.77,"1,982.77","3,279,350,000"
22-Sep-14,"2,009.08","2,009.08","1,991.01",1994.29,"1,994.29","3,349,670,000"
19-Sep-14,"2,012.74","2,019.26","2,006.59",2010.40,"2,010.40","4,880,220,000"
18-Sep-14,"2,003.07","2,012.34","2,003.07",2011.36,"2,011.36","3,235,340,000"
17-Sep-14,"1,999.30","2,010.74","1,993.29",2001.57,"2,001.57","3,209,420,000"
16-Sep-14,"1,981.93","2,002.28","1,979.06",1998.98,"1,998.98","3,160,310,000"
15-Sep-14,"1,986.04","1,987.18","1,978.48",1984.13,"1,984.13","2,776,530,000"
12-Sep-14,"1,996.74","1,996.74","1,980.26",1985.54,"1,985.54","3,206,570,000"
11-Sep-14,"1,992.85","1,997.65","1,985.93",1997.45,"1,997.45","2,941,690,000"
10-Sep-14,"1,988.41","1,996.66","1,982.99",1995.69,"1,995.69","2,912,430,000"
9-Sep-14,"2,000.73","2,001.01","1,984.61",1988.44,"1,988.44","2,882,830,000"
8-Sep-14,"2,007.17","2,007.17","1,995.60",2001.54,"2,001.54","2,789,090,000"
5-Sep-14,"1,998.00","2,007.71","1,990.10",2007.71,"2,007.71","2,818,300,000"
4-Sep-14,"2,001.67","2,011.17","1,992.54",1997.65,"1,997.65","3,072,410,000"
3-Sep-14,"2,003.57","2,009.28","1,998.14",2000.72,"2,000.72","2,809,980,000"
2-Sep-14,"2,004.07","2,006.12","1,994.85",2002.28,"2,002.28","2,819,980,000"
29-Aug-14,"1,998.45","2,003.38","1,994.65",2003.37,"2,003.37","2,259,130,000"
28-Aug-14,"1,997.42","1,998.55","1,990.52",1996.74,"1,996.74","2,282,400,000"
27-Aug-14,"2,000.54","2,002.14","1,996.20",2000.12,"2,000.12","2,344,350,000"
26-Aug-14,"1,998.59","2,005.04","1,998.59",2000.02,"2,000.02","2,451,950,000"
25-Aug-14,"1,991.74","2,001.95","1,991.74",1997.92,"1,997.92","2,233,880,000"
22-Aug-14,"1,992.60","1,993.54","1,984.76",1988.40,"1,988.40","2,301,860,000"
21-Aug-14,"1,986.82","1,994.76","1,986.82",1992.37,"1,992.37","2,638,920,000"
20-Aug-14,"1,980.46","1,988.57","1,977.68",1986.51,"1,986.51","2,579,560,000"
19-Aug-14,"1,972.73","1,982.57","1,972.73",1981.60,"1,981.60","2,656,430,000"
18-Aug-14,"1,958.36","1,971.99","1,958.36",1971.74,"1,971.74","2,638,160,000"
15-Aug-14,"1,958.87","1,964.04","1,941.50",1955.06,"1,955.06","3,023,380,000"
14-Aug-14,"1,947.41","1,955.23","1,947.41",1955.18,"1,955.18","2,609,460,000"
13-Aug-14,"1,935.60","1,948.41","1,935.60",1946.72,"1,946.72","2,718,020,000"
12-Aug-14,"1,935.73","1,939.65","1,928.29",1933.75,"1,933.75","2,611,700,000"
11-Aug-14,"1,933.43","1,944.90","1,933.43",1936.92,"1,936.92","2,784,890,000"
8-Aug-14,"1,910.35","1,932.38","1,909.01",1931.59,"1,931.59","2,902,280,000"
7-Aug-14,"1,923.03","1,928.89","1,904.78",1909.57,"1,909.57","3,230,520,000"
6-Aug-14,"1,917.29","1,927.91","1,911.45",1920.24,"1,920.24","3,539,150,000"
5-Aug-14,"1,936.34","1,936.34","1,913.77",1920.21,"1,920.21","3,462,520,000"
4-Aug-14,"1,926.62","1,942.92","1,921.20",1938.99,"1,938.99","3,072,920,000"
1-Aug-14,"1,929.80","1,937.35","1,916.37",1925.15,"1,925.15","3,789,660,000"
31-Jul-14,"1,965.14","1,965.14","1,930.67",1930.67,"1,930.67","4,193,000,000"
30-Jul-14,"1,973.21","1,978.90","1,962.42",1970.07,"1,970.07","3,448,250,000"
29-Jul-14,"1,980.03","1,984.85","1,969.95",1969.95,"1,969.95","3,183,300,000"
28-Jul-14,"1,978.25","1,981.52","1,967.31",1978.91,"1,978.91","2,803,320,000"
25-Jul-14,"1,984.60","1,984.60","1,974.37",1978.34,"1,978.34","2,638,960,000"
24-Jul-14,"1,988.07","1,991.39","1,985.79",1987.98,"1,987.98","3,203,530,000"
23-Jul-14,"1,985.32","1,989.23","1,982.44",1987.01,"1,987.01","2,869,720,000"
22-Jul-14,"1,975.65","1,986.24","1,975.65",1983.53,"1,983.53","2,890,480,000"
21-Jul-14,"1,976.93","1,976.93","1,965.77",1973.63,"1,973.63","2,611,160,000"
18-Jul-14,"1,961.54","1,979.91","1,960.82",1978.22,"1,978.22","3,106,060,000"
17-Jul-14,"1,979.75","1,981.80","1,955.59",1958.12,"1,958.12","3,381,680,000"
16-Jul-14,"1,976.35","1,983.94","1,975.67",1981.57,"1,981.57","3,390,950,000"
15-Jul-14,"1,977.36","1,982.52","1,965.34",1973.28,"1,973.28","3,328,740,000"
14-Jul-14,"1,969.86","1,979.85","1,969.86",1977.10,"1,977.10","2,744,920,000"
11-Jul-14,"1,965.76","1,968.67","1,959.63",1967.57,"1,967.57","2,684,630,000"
10-Jul-14,"1,966.67","1,969.84","1,952.86",1964.68,"1,964.68","3,165,690,000"
9-Jul-14,"1,965.10","1,974.15","1,965.10",1972.83,"1,972.83","2,858,800,000"
8-Jul-14,"1,976.39","1,976.39","1,959.46",1963.71,"1,963.71","3,302,430,000"
7-Jul-14,"1,984.22","1,984.22","1,974.88",1977.65,"1,977.65","2,681,260,000"
3-Jul-14,"1,975.88","1,985.59","1,975.88",1985.44,"1,985.44","1,998,090,000"
2-Jul-14,"1,973.06","1,976.67","1,972.58",1974.62,"1,974.62","2,851,480,000"
1-Jul-14,"1,962.29","1,978.58","1,962.29",1973.32,"1,973.32","3,188,240,000"
30-Jun-14,"1,960.79","1,964.24","1,958.22",1960.23,"1,960.23","3,037,350,000"
27-Jun-14,"1,956.56","1,961.47","1,952.18",1960.96,"1,960.96","4,290,590,000"
26-Jun-14,"1,959.89","1,959.89","1,944.69",1957.22,"1,957.22","2,778,840,000"
25-Jun-14,"1,949.27","1,960.83","1,947.49",1959.53,"1,959.53","3,106,710,000"
24-Jun-14,"1,961.97","1,968.17","1,948.34",1949.98,"1,949.98","3,089,700,000"
23-Jun-14,"1,962.92","1,963.74","1,958.89",1962.61,"1,962.61","2,717,630,000"
20-Jun-14,"1,960.45","1,963.91","1,959.17",1962.87,"1,962.87","4,336,240,000"
19-Jun-14,"1,957.50","1,959.87","1,952.26",1959.48,"1,959.48","2,952,150,000"
18-Jun-14,"1,942.73","1,957.74","1,939.29",1956.98,"1,956.98","3,065,220,000"
17-Jun-14,"1,937.15","1,943.69","1,933.55",1941.99,"1,941.99","2,971,260,000"
16-Jun-14,"1,934.84","1,941.15","1,930.91",1937.78,"1,937.78","2,926,130,000"
13-Jun-14,"1,930.80","1,937.30","1,927.69",1936.16,"1,936.16","2,598,230,000"
